Trade ID,Date,Stock Symbol,Buy/Sell,Quantity,Price,Total Value,Profit/Loss
404,2025-01-17,AMZN,Sell,34,2060.01,70040.34000000001,452.39
405,2025-01-17,MSFT,Buy,56,2690.4,150662.4,788.4
406,2025-01-17,AMZN,Buy,28,2757.12,77199.36,17.15
407,2025-01-17,AAPL,Buy,37,1037.58,38390.46,85.44
408,2025-01-17,AAPL,Buy,7,794.44,5561.08,836.53
409,2025-01-18,MSFT,Sell,68,156.97,10673.96,720.41
410,2025-01-18,MSFT,Buy,37,2409.28,89143.36,572.43
411,2025-01-18,NFLX,Sell,56,360.33,20178.48,-126.8
412,2025-01-18,GOOGL,Buy,65,1530.59,99488.34999999999,865.32
413,2025-01-18,NFLX,Buy,65,2145.72,139471.8,-268.38
414,2025-01-18,GOOGL,Sell,47,3286.17,154449.99,440.16
415,2025-01-18,NFLX,Buy,20,1160.13,23202.600000000002,-456.8
416,2025-01-18,AMZN,Sell,19,949.23,18035.37,465.58
417,2025-01-18,MSFT,Sell,29,2324.14,67400.06,-84.28
418,2025-01-18,AAPL,Buy,74,2205.41,163200.34,174.52
419,2025-01-18,GOOGL,Sell,60,1229.17,73750.20000000001,17.9
420,2025-01-18,GOOGL,Sell,18,3255.55,58599.9,-240.86
421,2025-01-18,AAPL,Sell,92,2972.53,273472.76,432.97
422,2025-01-18,NFLX,Sell,35,861.54,30153.899999999998,822.96
423,2025-01-18,GOOGL,Sell,43,913.08,39262.44,938.63
424,2025-01-18,META,Sell,95,1841.82,174972.9,-211.48
425,2025-01-18,AMZN,Sell,91,2730.15,248443.65,576.06
426,2025-01-18,MSFT,Sell,11,249.74,2747.1400000000003,496.51
427,2025-01-18,AAPL,Buy,49,2457.34,120409.66,15.07
428,2025-01-18,MSFT,Buy,38,2304.0,87552.0,-471.35
429,2025-01-18,META,Sell,64,887.03,56769.92,534.69
430,2025-01-18,GOOGL,Buy,69,2416.6,166745.4,918.24
431,2025-01-18,GOOGL,Sell,8,3296.62,26372.96,448.18
432,2025-01-18,META,Sell,34,259.07,8808.38,152.94
433,2025-01-19,AAPL,Buy,48,1186.82,56967.36,287.73
434,2025-01-19,AMZN,Sell,56,1589.8,89028.8,-200.56
435,2025-01-19,TSLA,Sell,76,3157.49,239969.24,625.82
436,2025-01-19,AAPL,Sell,65,3371.69,219159.85,619.63
437,2025-01-19,TSLA,Sell,31,1609.99,49909.69,-281.72
438,2025-01-19,META,Buy,4,2650.1,10600.4,816.97
439,2025-01-19,NFLX,Sell,50,1907.65,95382.5,-96.22
440,2025-01-19,TSLA,Sell,69,1928.46,133063.74,973.38
441,2025-01-19,AMZN,Sell,30,1045.54,31366.199999999997,74.35
442,2025-01-19,NFLX,Buy,88,837.65,73713.2,-233.17
443,2025-01-19,TSLA,Sell,59,1079.22,63673.98,27.58
444,2025-01-19,META,Buy,67,1991.52,133431.84,160.27
445,2025-01-19,NFLX,Buy,75,199.13,14934.75,-396.04
446,2025-01-19,META,Sell,45,3184.65,143309.25,367.33
447,2025-01-19,TSLA,Sell,4,631.36,2525.44,396.45
448,2025-01-19,META,Buy,26,848.3,22055.8,608.4
449,2025-01-19,AMZN,Sell,27,1862.14,50277.780000000006,-456.25
450,2025-01-19,TSLA,Buy,46,2514.39,115661.93999999999,311.86
451,2025-01-19,TSLA,Buy,64,425.48,27230.72,-420.64
452,2025-01-19,TSLA,Sell,91,1180.16,107394.56000000001,551.72
453,2025-01-19,AAPL,Sell,51,3393.49,173067.99,-416.41
454,2025-01-19,AAPL,Buy,50,991.97,49598.5,867.59
455,2025-01-19,AAPL,Buy,6,1164.37,6986.219999999999,553.12
456,2025-01-19,AMZN,Buy,59,2944.09,173701.31,261.08
457,2025-01-20,NFLX,Buy,15,270.73,4060.9500000000003,162.26
458,2025-01-20,META,Sell,30,1679.68,50390.4,-303.99
459,2025-01-20,GOOGL,Sell,42,1390.7,58409.4,-63.5
460,2025-01-20,TSLA,Sell,37,1176.39,43526.43,803.44
461,2025-01-20,META,Sell,42,1071.38,44997.96000000001,856.68
462,2025-01-20,TSLA,Sell,35,410.67,14373.45,-498.88
463,2025-01-20,AMZN,Buy,87,1170.41,101825.67000000001,391.2
464,2025-01-20,TSLA,Sell,6,246.38,1478.28,578.95
465,2025-01-20,AAPL,Sell,68,2755.28,187359.04,428.12
466,2025-01-20,GOOGL,Sell,18,1453.97,26171.46,-377.48
467,2025-01-20,MSFT,Sell,73,1609.27,117476.70999999999,-173.41
468,2025-01-20,TSLA,Sell,29,3138.22,91008.37999999999,-124.49
469,2025-01-20,META,Buy,77,2337.39,179979.03,747.59
470,2025-01-20,AAPL,Buy,59,127.4,7516.6,194.8
471,2025-01-20,MSFT,Buy,47,3306.79,155419.13,230.24
472,2025-01-20,GOOGL,Sell,17,906.29,15406.93,902.34
473,2025-01-20,MSFT,Buy,96,465.89,44725.44,455.63
474,2025-01-20,AAPL,Buy,22,2711.64,59656.079999999994,848.0
475,2025-01-20,NFLX,Sell,68,1801.62,122510.15999999999,184.76
476,2025-01-20,NFLX,Sell,69,1574.82,108662.58,-275.85
477,2025-01-20,MSFT,Sell,37,948.31,35087.47,894.9
478,2025-01-20,AMZN,Buy,49,1961.4,96108.6,188.06
479,2025-01-20,META,Buy,13,1032.91,13427.830000000002,-227.55
480,2025-01-20,META,Sell,34,3165.38,107622.92,-46.41
481,2025-01-21,MSFT,Sell,86,831.7,71526.2,-423.8
482,2025-01-21,TSLA,Buy,53,3106.81,164660.93,202.45
483,2025-01-21,TSLA,Buy,87,2001.98,174172.26,779.69
484,2025-01-21,META,Sell,51,2916.86,148759.86000000002,900.37
485,2025-01-21,META,Sell,3,2523.68,7571.039999999999,898.9
486,2025-01-21,NFLX,Buy,42,2468.76,103687.92000000001,-312.15
487,2025-01-21,AMZN,Sell,98,1202.78,117872.44,73.08
488,2025-01-21,AAPL,Buy,32,895.25,28648.0,-457.66
489,2025-01-21,TSLA,Buy,51,817.01,41667.51,782.75
490,2025-01-21,META,Buy,85,3014.45,256228.24999999997,38.13
491,2025-01-21,NFLX,Buy,46,2889.45,132914.69999999998,446.68
492,2025-01-21,GOOGL,Sell,21,1597.95,33556.950000000004,572.35
493,2025-01-21,NFLX,Sell,44,550.18,24207.92,144.77
494,2025-01-21,TSLA,Buy,11,1399.66,15396.26,-40.34
495,2025-01-21,TSLA,Buy,68,2205.77,149992.36,943.32
496,2025-01-21,NFLX,Buy,1,1644.97,1644.97,946.73
497,2025-01-21,AAPL,Buy,92,2752.64,253242.87999999998,-65.85
498,2025-01-21,MSFT,Buy,63,3491.92,219990.96,219.44
499,2025-01-21,TSLA,Sell,24,749.85,17996.4,959.27
500,2025-01-21,NFLX,Sell,99,1662.81,164618.19,-492.7
501,2025-01-21,META,Sell,13,1565.35,20349.55,119.02
502,2025-01-21,NFLX,Sell,98,1135.27,111256.45999999999,-349.31
503,2025-01-21,AMZN,Buy,11,773.52,8508.72,263.74
504,2025-01-21,MSFT,Buy,51,323.35,16490.850000000002,-463.0
505,2025-01-22,GOOGL,Buy,17,3116.21,52975.57,110.35
506,2025-01-22,AAPL,Buy,99,1527.49,151221.51,-168.95
507,2025-01-22,GOOGL,Buy,82,1789.44,146734.08000000002,299.96
508,2025-01-22,MSFT,Sell,86,3217.6,276713.6,993.99
509,2025-01-22,MSFT,Buy,24,2739.39,65745.36,700.8
510,2025-01-22,MSFT,Sell,19,543.7,10330.300000000001,768.46
511,2025-01-22,GOOGL,Sell,37,2022.43,74829.91,452.9
512,2025-01-22,META,Sell,85,1603.66,136311.1,-437.66
513,2025-01-22,MSFT,Sell,8,2810.52,22484.16,-189.8
514,2025-01-22,NFLX,Buy,28,2562.39,71746.92,887.6
515,2025-01-22,GOOGL,Sell,5,2447.38,12236.900000000001,49.17
516,2025-01-22,MSFT,Sell,17,1257.85,21383.449999999997,-344.54
517,2025-01-22,NFLX,Sell,36,2836.88,102127.68000000001,553.61
518,2025-01-22,META,Buy,19,278.13,5284.47,-50.81
519,2025-01-22,AMZN,Buy,64,642.72,41134.08,-96.71
520,2025-01-22,META,Buy,91,1241.12,112941.91999999998,996.97
521,2025-01-22,MSFT,Sell,98,361.15,35392.7,787.21
522,2025-01-22,GOOGL,Sell,11,898.98,9888.78,111.91
523,2025-01-22,TSLA,Buy,54,2922.51,157815.54,970.39
524,2025-01-22,MSFT,Sell,45,3324.06,149582.7,475.17
525,2025-01-22,TSLA,Buy,47,1135.65,53375.55,613.03
526,2025-01-22,NFLX,Buy,12,999.35,11992.2,-452.73
527,2025-01-22,AMZN,Sell,21,1051.64,22084.440000000002,-317.59
528,2025-01-22,AAPL,Sell,11,1044.24,11486.64,449.63
529,2025-01-23,META,Sell,92,222.16,20438.72,848.54
530,2025-01-23,AMZN,Sell,5,3251.52,16257.6,435.62
531,2025-01-23,MSFT,Buy,81,826.57,66952.17,-298.96
532,2025-01-23,TSLA,Buy,56,1528.01,85568.56,-326.36
533,2025-01-23,META,Buy,20,132.94,2658.8,766.28
534,2025-01-23,TSLA,Buy,41,3017.05,123699.05,-291.05
535,2025-01-23,GOOGL,Buy,46,2585.93,118952.78,280.35
536,2025-01-23,TSLA,Sell,12,3318.97,39827.64,-444.33
537,2025-01-23,GOOGL,Buy,70,2757.49,193024.3,-379.0
538,2025-01-23,NFLX,Buy,17,1166.6,19832.199999999997,508.52
539,2025-01-23,META,Buy,19,942.77,17912.63,533.77
540,2025-01-23,META,Sell,26,2472.24,64278.23999999999,12.2
541,2025-01-23,AAPL,Sell,48,1337.98,64223.04,-176.59
542,2025-01-23,MSFT,Sell,52,2025.13,105306.76000000001,720.57
543,2025-01-23,GOOGL,Sell,96,121.28,11642.880000000001,-174.35
544,2025-01-23,AAPL,Buy,70,310.41,21728.7,313.04
545,2025-01-23,TSLA,Buy,55,1920.25,105613.75,952.31
546,2025-01-23,TSLA,Sell,75,2024.64,151848.0,-278.22
547,2025-01-23,AAPL,Sell,33,2654.94,87613.02,911.31
548,2025-01-23,META,Buy,62,548.68,34018.159999999996,-225.66
549,2025-01-23,TSLA,Buy,88,1844.82,162344.16,351.16
550,2025-01-23,NFLX,Sell,23,761.12,17505.76,65.51
551,2025-01-23,NFLX,Sell,15,416.87,6253.05,947.39
552,2025-01-23,AAPL,Sell,27,1495.69,40383.630000000005,-89.69
553,2025-01-24,GOOGL,Sell,75,655.34,49150.5,99.49
554,2025-01-24,GOOGL,Buy,64,854.06,54659.84,974.29
555,2025-01-24,AAPL,Buy,81,1179.69,95554.89,304.71
556,2025-01-24,GOOGL,Buy,51,981.92,50077.92,253.95
557,2025-01-24,META,Sell,53,397.81,21083.93,-113.33
558,2025-01-24,META,Sell,78,405.72,31646.160000000003,552.05
559,2025-01-24,GOOGL,Buy,91,757.05,68891.55,-478.44
560,2025-01-24,NFLX,Buy,82,271.9,22295.8,-425.73
561,2025-01-24,GOOGL,Buy,92,2229.95,205155.4,399.04
562,2025-01-24,META,Buy,51,1076.91,54922.41,12.51
563,2025-01-24,AMZN,Sell,47,1051.14,49403.58,929.97
564,2025-01-24,MSFT,Buy,4,1228.79,4915.16,854.79
565,2025-01-24,TSLA,Buy,7,2353.51,16474.57,570.56
566,2025-01-24,AMZN,Buy,35,3060.16,107105.59999999999,727.22
567,2025-01-24,GOOGL,Buy,48,2680.9,128683.20000000001,501.0
568,2025-01-24,NFLX,Buy,73,2573.6,187872.8,-311.63
569,2025-01-24,AAPL,Buy,72,1746.93,125778.96,648.32
570,2025-01-24,GOOGL,Buy,45,2458.94,110652.3,-184.71
571,2025-01-24,NFLX,Sell,81,1979.39,160330.59,-14.84
572,2025-01-24,MSFT,Sell,81,835.25,67655.25,728.85
573,2025-01-24,GOOGL,Sell,97,809.2,78492.40000000001,304.79
574,2025-01-24,META,Sell,96,1107.73,106342.08,789.91
575,2025-01-24,AAPL,Buy,72,3196.73,230164.56,-180.45
576,2025-01-24,NFLX,Sell,19,1961.21,37262.99,411.67
577,2025-01-25,NFLX,Sell,63,2595.28,163502.64,-374.31
578,2025-01-25,NFLX,Buy,38,1278.3,48575.4,464.59
579,2025-01-25,MSFT,Buy,67,1486.23,99577.41,643.8
580,2025-01-25,GOOGL,Sell,59,526.92,31088.28,377.4
581,2025-01-25,MSFT,Sell,69,682.4,47085.6,-100.65
582,2025-01-25,TSLA,Buy,13,2913.01,37869.130000000005,-452.99
583,2025-01-25,TSLA,Sell,47,2088.45,98157.15,-320.83
584,2025-01-25,GOOGL,Buy,61,1247.61,76104.20999999999,433.45
585,2025-01-25,META,Buy,31,2829.69,87720.39,901.63
586,2025-01-25,MSFT,Buy,80,938.17,75053.59999999999,-190.2
587,2025-01-25,AAPL,Buy,96,3418.51,328176.96,602.54
588,2025-01-25,NFLX,Sell,22,1272.38,27992.36,799.68
589,2025-01-25,NFLX,Buy,93,1246.86,115957.98,281.32
590,2025-01-25,GOOGL,Buy,86,1160.5,99803.0,503.9
591,2025-01-25,META,Sell,43,515.18,22152.739999999998,722.52
592,2025-01-25,TSLA,Buy,67,477.87,32017.29,-108.99
593,2025-01-25,TSLA,Sell,54,2303.56,124392.23999999999,-54.66
594,2025-01-25,NFLX,Sell,10,3075.4,30754.0,-499.06
595,2025-01-25,GOOGL,Sell,42,2787.77,117086.34,944.64
596,2025-01-25,MSFT,Buy,64,579.77,37105.28,876.32
597,2025-01-25,TSLA,Sell,21,1954.98,41054.58,646.85
598,2025-01-25,MSFT,Sell,80,459.01,36720.8,-381.39
599,2025-01-25,META,Buy,76,254.0,19304.0,171.25
600,2025-01-25,TSLA,Sell,66,2331.71,153892.86000000002,-347.16
601,2025-01-26,TSLA,Sell,41,1919.52,78700.31999999999,-476.12
602,2025-01-26,AMZN,Sell,24,378.88,9093.119999999999,424.27
603,2025-01-26,TSLA,Sell,35,218.79,7657.65,941.24
604,2025-01-26,AAPL,Sell,56,3465.17,194049.52000000002,854.3
605,2025-01-26,GOOGL,Buy,30,202.07,6062.099999999999,545.13
606,2025-01-26,GOOGL,Sell,57,1611.4,91849.8,-355.04
607,2025-01-26,MSFT,Sell,94,1815.7,170675.80000000002,-88.75
608,2025-01-26,META,Buy,47,498.75,23441.25,-19.91
609,2025-01-26,TSLA,Buy,35,674.81,23618.35,644.73
610,2025-01-26,AAPL,Buy,19,1296.14,24626.660000000003,703.37
611,2025-01-26,MSFT,Sell,8,2689.7,21517.6,77.66
612,2025-01-26,AMZN,Buy,26,1824.08,47426.08,126.83
613,2025-01-26,MSFT,Sell,71,2268.87,161089.77,-433.24
614,2025-01-26,MSFT,Sell,30,3449.59,103487.70000000001,-66.29
615,2025-01-26,TSLA,Buy,7,2711.22,18978.539999999997,176.93
616,2025-01-26,AMZN,Buy,67,1576.83,105647.61,-324.53
617,2025-01-26,MSFT,Sell,65,1617.9,105163.5,179.9
618,2025-01-26,AAPL,Buy,36,2203.83,79337.88,779.76
619,2025-01-26,AAPL,Sell,25,2362.24,59055.99999999999,371.98
620,2025-01-26,GOOGL,Buy,37,1802.42,66689.54000000001,-381.61
621,2025-01-26,AMZN,Buy,1,2292.53,2292.53,-212.49
622,2025-01-26,AMZN,Buy,15,180.01,2700.1499999999996,211.82
623,2025-01-26,GOOGL,Sell,37,1560.72,57746.64,42.23
624,2025-01-26,MSFT,Buy,13,1048.39,13629.070000000002,38.09
625,2025-01-27,AMZN,Sell,8,539.19,4313.52,293.9
626,2025-01-27,AAPL,Sell,5,438.46,2192.2999999999997,376.59
627,2025-01-27,AAPL,Sell,60,2150.85,129051.0,695.29
628,2025-01-27,TSLA,Sell,73,1880.24,137257.52,11.45
629,2025-01-27,AMZN,Buy,1,962.19,962.19,708.2
630,2025-01-27,MSFT,Sell,36,1701.23,61244.28,7.92
631,2025-01-27,GOOGL,Sell,35,1773.59,62075.649999999994,-416.85
632,2025-01-27,GOOGL,Buy,66,763.03,50359.979999999996,331.28
633,2025-01-27,MSFT,Sell,63,2317.12,145978.56,381.85
634,2025-01-27,META,Buy,23,2755.13,63367.990000000005,901.81
635,2025-01-27,NFLX,Sell,9,2790.98,25118.82,589.09
636,2025-01-27,TSLA,Buy,34,2148.4,73045.6,876.66
637,2025-01-27,GOOGL,Sell,46,1839.57,84620.22,862.52
638,2025-01-27,AMZN,Buy,78,307.42,23978.760000000002,406.86
639,2025-01-27,TSLA,Sell,4,1078.63,4314.52,291.64
640,2025-01-27,AMZN,Sell,30,417.12,12513.6,336.16
641,2025-01-27,META,Buy,95,3377.0,320815.0,967.5
642,2025-01-27,AAPL,Buy,75,559.27,41945.25,659.75
643,2025-01-27,TSLA,Buy,99,616.04,60987.96,-340.6
644,2025-01-27,GOOGL,Buy,72,3124.56,224968.32,667.64
645,2025-01-27,TSLA,Sell,3,3309.36,9928.08,-244.19
646,2025-01-27,TSLA,Sell,14,2703.82,37853.48,171.03
647,2025-01-27,TSLA,Buy,60,118.38,7102.799999999999,-184.31
648,2025-01-27,NFLX,Sell,77,104.58,8052.66,534.37
649,2025-01-28,TSLA,Buy,45,1385.54,62349.299999999996,815.96
650,2025-01-28,AMZN,Buy,96,587.54,56403.84,-64.46
651,2025-01-28,AAPL,Sell,34,162.51,5525.34,-376.98
652,2025-01-28,META,Sell,45,1677.83,75502.34999999999,-52.26
653,2025-01-28,MSFT,Sell,61,3306.41,201691.00999999998,508.54
654,2025-01-28,TSLA,Sell,83,1200.99,99682.17,-6.86
655,2025-01-28,GOOGL,Sell,16,2347.88,37566.08,-82.83
656,2025-01-28,TSLA,Sell,66,2317.6,152961.6,-223.35
657,2025-01-28,GOOGL,Sell,40,953.67,38146.799999999996,246.27
658,2025-01-28,AMZN,Buy,17,2311.45,39294.649999999994,-86.08
659,2025-01-28,GOOGL,Buy,34,821.94,27945.960000000003,596.52
660,2025-01-28,MSFT,Buy,16,514.83,8237.28,-385.07
661,2025-01-28,AAPL,Buy,60,2484.7,149082.0,496.05
662,2025-01-28,GOOGL,Buy,66,485.7,32056.2,-143.66
663,2025-01-28,GOOGL,Sell,66,3489.49,230306.34,233.92
664,2025-01-28,AAPL,Buy,90,723.74,65136.6,-70.87
665,2025-01-28,MSFT,Buy,13,2120.08,27561.04,584.15
666,2025-01-28,TSLA,Buy,56,1498.67,83925.52,917.96
667,2025-01-28,GOOGL,Buy,31,529.71,16421.010000000002,875.62
668,2025-01-28,AAPL,Buy,34,194.67,6618.78,375.14
669,2025-01-28,AMZN,Buy,39,2217.29,86474.31,193.92
670,2025-01-28,AAPL,Buy,67,2842.98,190479.66,727.45
671,2025-01-28,AMZN,Sell,8,2962.85,23702.8,524.99
672,2025-01-28,MSFT,Sell,87,1741.23,151487.01,-224.65
673,2025-01-29,TSLA,Buy,78,2743.35,213981.3,731.38
674,2025-01-29,AAPL,Sell,55,2387.68,131322.4,143.33
675,2025-01-29,META,Sell,27,2562.47,69186.68999999999,-216.52
676,2025-01-29,META,Sell,93,1774.84,165060.12,-77.3
677,2025-01-29,NFLX,Sell,53,2253.6,119440.79999999999,-98.71
678,2025-01-29,GOOGL,Buy,39,2838.79,110712.81,278.81
679,2025-01-29,MSFT,Sell,65,1452.81,94432.65,-148.44
680,2025-01-29,AAPL,Sell,17,2840.33,48285.61,-314.65
681,2025-01-29,META,Sell,30,2112.86,63385.8,-314.46
682,2025-01-29,GOOGL,Buy,53,664.06,35195.18,374.91
683,2025-01-29,META,Buy,13,183.93,2391.09,602.14
684,2025-01-29,AAPL,Buy,21,1333.36,28000.559999999998,-17.7
685,2025-01-29,AMZN,Buy,19,1958.77,37216.63,-448.02
686,2025-01-29,AAPL,Buy,53,2955.39,156635.66999999998,-309.16
687,2025-01-29,NFLX,Buy,19,533.45,10135.550000000001,872.04
688,2025-01-29,AAPL,Buy,57,2820.7,160779.9,240.32
689,2025-01-29,AAPL,Sell,25,3034.23,75855.75,180.36
690,2025-01-29,NFLX,Sell,86,612.34,52661.240000000005,-442.93
691,2025-01-29,MSFT,Sell,31,2995.42,92858.02,592.96
692,2025-01-29,AAPL,Buy,81,3470.94,281146.14,292.1
693,2025-01-29,NFLX,Buy,55,2571.25,141418.75,-196.88
694,2025-01-29,GOOGL,Buy,23,2768.22,63669.06,-334.89
695,2025-01-29,AMZN,Buy,32,3481.01,111392.32,75.08
696,2025-01-29,AMZN,Buy,62,2158.64,133835.68,755.74
697,2025-01-30,AAPL,Sell,74,1146.81,84863.94,797.94
698,2025-01-30,MSFT,Sell,10,2947.6,29476.0,404.27
699,2025-01-30,MSFT,Buy,72,2189.25,157626.0,591.3
700,2025-01-30,GOOGL,Buy,54,2076.06,112107.23999999999,-327.27
701,2025-01-30,AAPL,Buy,52,962.36,50042.72,382.19
702,2025-01-30,AMZN,Buy,20,2671.54,53430.8,500.45
703,2025-01-30,MSFT,Sell,32,377.67,12085.44,-198.93
704,2025-01-30,AAPL,Buy,14,3242.58,45396.119999999995,820.23
705,2025-01-30,META,Buy,50,1207.8,60390.0,-207.5
706,2025-01-30,MSFT,Buy,28,534.43,14964.039999999999,-29.78
707,2025-01-30,NFLX,Buy,53,1604.05,85014.65,430.84
708,2025-01-30,META,Sell,24,244.4,5865.6,457.53
709,2025-01-30,MSFT,Buy,79,2427.73,191790.67,549.08
710,2025-01-30,AMZN,Buy,22,3169.2,69722.4,-331.98
711,2025-01-30,TSLA,Sell,30,2946.69,88400.7,774.2
712,2025-01-30,META,Sell,63,533.06,33582.78,299.27
713,2025-01-30,GOOGL,Sell,4,529.32,2117.28,206.98
714,2025-01-30,GOOGL,Buy,77,2865.68,220657.36,971.65
715,2025-01-30,AMZN,Buy,59,3242.46,191305.14,610.57
716,2025-01-30,MSFT,Sell,87,1666.28,144966.36,-322.99
717,2025-01-30,AAPL,Sell,8,1796.5,14372.0,634.81
718,2025-01-30,MSFT,Sell,82,1182.09,96931.37999999999,-357.13
719,2025-01-30,AMZN,Sell,12,3140.5,37686.0,-458.79
720,2025-01-30,GOOGL,Sell,31,2292.67,71072.77,105.44
721,2025-01-31,MSFT,Sell,78,1080.06,84244.68,990.37
722,2025-01-31,GOOGL,Buy,34,1115.86,37939.24,-237.67
723,2025-01-31,META,Buy,82,3130.08,256666.56,508.97
724,2025-01-31,AAPL,Buy,98,146.36,14343.28,-239.91
725,2025-01-31,META,Sell,75,1197.27,89795.25,587.18
726,2025-01-31,GOOGL,Sell,76,1984.81,150845.56,258.03
727,2025-01-31,GOOGL,Sell,49,603.94,29593.06,519.96
728,2025-01-31,TSLA,Sell,79,413.14,32638.059999999998,-195.69
729,2025-01-31,TSLA,Sell,57,2871.94,163700.58000000002,618.44
730,2025-01-31,META,Sell,95,3140.97,298392.14999999997,993.43
731,2025-01-31,NFLX,Buy,93,2900.26,269724.18,498.48
732,2025-01-31,META,Buy,26,3155.88,82052.88,240.22
733,2025-01-31,TSLA,Sell,18,1980.58,35650.44,884.76
734,2025-01-31,GOOGL,Buy,96,2861.68,274721.27999999997,-476.22
735,2025-01-31,AMZN,Sell,86,1405.74,120893.64,594.89
736,2025-01-31,META,Buy,38,2365.31,89881.78,833.12
737,2025-01-31,GOOGL,Sell,81,3462.04,280425.24,-407.49
738,2025-01-31,AMZN,Sell,87,867.47,75469.89,175.1
739,2025-01-31,AMZN,Buy,88,1425.66,125458.08,-192.92
740,2025-01-31,TSLA,Buy,50,1732.16,86608.0,349.78
741,2025-01-31,META,Sell,8,569.25,4554.0,474.31
742,2025-01-31,MSFT,Sell,41,375.53,15396.73,-46.07
743,2025-01-31,AAPL,Buy,6,2921.06,17526.36,189.97
744,2025-01-31,TSLA,Buy,69,3421.1,236055.9,-80.99
745,2025-02-01,TSLA,Sell,44,1476.07,64947.079999999994,54.09
746,2025-02-01,MSFT,Buy,64,398.01,25472.64,-260.69
747,2025-02-01,AAPL,Sell,29,323.76,9389.039999999999,828.34
748,2025-02-01,GOOGL,Sell,28,3130.48,87653.44,-484.98
749,2025-02-01,NFLX,Sell,11,1676.97,18446.670000000002,823.61
750,2025-02-01,META,Sell,65,1188.09,77225.84999999999,357.52
751,2025-02-01,NFLX,Buy,19,1719.97,32679.43,-2.51
752,2025-02-01,GOOGL,Buy,9,1182.23,10640.07,584.59
753,2025-02-01,TSLA,Buy,27,1762.72,47593.44,261.63
754,2025-02-01,AAPL,Buy,34,3022.49,102764.65999999999,248.66
755,2025-02-01,TSLA,Buy,44,2113.82,93008.08,-334.79
756,2025-02-01,AMZN,Buy,68,2461.82,167403.76,84.27
757,2025-02-01,TSLA,Buy,82,1339.88,109870.16,-138.4
758,2025-02-01,TSLA,Sell,15,2610.92,39163.8,-476.46
759,2025-02-01,GOOGL,Buy,51,2366.5,120691.5,40.15
760,2025-02-01,GOOGL,Buy,13,506.51,6584.63,-365.27
761,2025-02-01,GOOGL,Sell,83,2046.99,169900.17,-114.75
762,2025-02-01,NFLX,Buy,49,972.93,47673.57,-361.23
763,2025-02-01,AMZN,Buy,70,2833.93,198375.09999999998,-348.59
764,2025-02-01,GOOGL,Sell,56,1548.19,86698.64,-201.48
765,2025-02-01,AAPL,Buy,76,3481.93,264626.68,999.77
766,2025-02-01,NFLX,Buy,51,414.5,21139.5,-496.72
767,2025-02-01,MSFT,Buy,37,2753.18,101867.65999999999,458.01
768,2025-02-01,AAPL,Sell,17,2390.59,40640.03,-288.13
769,2025-02-02,META,Buy,58,2709.5,157151.0,880.94
770,2025-02-02,META,Buy,87,1145.6,99667.2,-359.55
771,2025-02-02,AAPL,Sell,90,1772.99,159569.1,932.59
772,2025-02-02,GOOGL,Buy,29,2808.13,81435.77,416.39
773,2025-02-02,MSFT,Sell,33,890.64,29391.12,-498.1
774,2025-02-02,MSFT,Sell,60,868.51,52110.6,841.01
775,2025-02-02,NFLX,Buy,91,1973.57,179594.87,282.57
776,2025-02-02,MSFT,Sell,89,1880.12,167330.68,-106.0
777,2025-02-02,META,Sell,55,1059.69,58282.950000000004,650.92
778,2025-02-02,AMZN,Buy,10,1113.46,11134.6,890.0
779,2025-02-02,GOOGL,Sell,47,1044.67,49099.490000000005,225.54
780,2025-02-02,MSFT,Sell,23,2723.14,62632.219999999994,-26.67
781,2025-02-02,NFLX,Buy,85,2316.46,196899.1,683.42
782,2025-02-02,META,Buy,21,2930.22,61534.619999999995,522.68
783,2025-02-02,AMZN,Buy,13,3416.61,44415.93,833.13
784,2025-02-02,TSLA,Sell,33,1712.16,56501.280000000006,538.77
785,2025-02-02,TSLA,Buy,24,326.76,7842.24,-134.71
786,2025-02-02,AMZN,Sell,11,263.51,2898.6099999999997,897.49
787,2025-02-02,META,Sell,17,1105.26,18789.42,-342.75
788,2025-02-02,NFLX,Sell,68,3270.65,222404.2,-98.09
789,2025-02-02,AMZN,Sell,47,1878.92,88309.24,280.29
790,2025-02-02,GOOGL,Sell,25,1024.07,25601.75,348.61
791,2025-02-02,GOOGL,Sell,94,1457.17,136973.98,-477.03
792,2025-02-02,TSLA,Sell,73,2135.22,155871.06,670.86
793,2025-02-03,MSFT,Buy,21,2320.03,48720.630000000005,42.41
794,2025-02-03,NFLX,Buy,84,623.33,52359.72,109.63
795,2025-02-03,TSLA,Sell,83,3421.91,284018.52999999997,714.05
796,2025-02-03,MSFT,Sell,83,1952.23,162035.09,68.93
797,2025-02-03,MSFT,Buy,12,561.34,6736.08,-429.16
798,2025-02-03,GOOGL,Sell,37,3138.36,116119.32,-235.34
799,2025-02-03,META,Buy,42,353.77,14858.34,933.85
800,2025-02-03,AAPL,Buy,17,3186.3,54167.100000000006,-394.39
801,2025-02-03,META,Buy,48,3488.32,167439.36000000002,32.4
802,2025-02-03,AAPL,Sell,28,2481.47,69481.15999999999,254.77
803,2025-02-03,AMZN,Sell,41,2719.52,111500.31999999999,239.92
804,2025-02-03,GOOGL,Buy,99,1246.83,123436.17,-494.06
805,2025-02-03,MSFT,Buy,47,3301.36,155163.92,251.74
